=== economy-table62.xlsx ===
Cell A1 | value='Daily Sales Figures - ALL CAFÉ'S' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=True | row_header=True | metadata=True
Cell B155 | value='1138' | fill=00000000 | rows=[154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C155 | value='1700' | fill=00000000 | rows=[154] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D155 | value='1462' | fill=00000000 | rows=[154] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E155 | value='2101' | fill=00000000 | rows=[154] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F155 | value='1871' | fill=00000000 | rows=[154] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G155 | value='0' | fill=00000000 | rows=[154] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H155 | value='0' | fill=00000000 | rows=[154] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I155 | value='8272' | fill=00000000 | rows=[154] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J155 | value='9200' | fill=00000000 | rows=[154] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K155 | value='-928' | fill=00000000 | rows=[154] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A156 | value='Bristol - Marsh St(BTL)' | fill=00000000 | rows=[155] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B156 | value='360' | fill=00000000 | rows=[155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C156 | value='464' | fill=00000000 | rows=[155] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D156 | value='661' | fill=00000000 | rows=[155] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E156 | value='467' | fill=00000000 | rows=[155] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F156 | value='326' | fill=00000000 | rows=[155] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G156 | value='0' | fill=00000000 | rows=[155] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H156 | value='0' | fill=00000000 | rows=[155] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I156 | value='2278' | fill=00000000 | rows=[155] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J156 | value='2400' | fill=00000000 | rows=[155] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K156 | value='-122' | fill=00000000 | rows=[155] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A157 | value='Bristol - Temple Quay(BT2)' | fill=00000000 | rows=[156] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B157 | value='2167' | fill=00000000 | rows=[156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C157 | value='2621' | fill=00000000 | rows=[156] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D157 | value='3056' | fill=00000000 | rows=[156] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E157 | value='2414' | fill=00000000 | rows=[156] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F157 | value='2165' | fill=00000000 | rows=[156] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G157 | value='0' | fill=00000000 | rows=[156] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H157 | value='0' | fill=00000000 | rows=[156] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I157 | value='12423' | fill=00000000 | rows=[156] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J157 | value='13400' | fill=00000000 | rows=[156] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K157 | value='-977' | fill=00000000 | rows=[156] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A158 | value='Manchester - Brazennose(MCR)' | fill=00000000 | rows=[157] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B158 | value='1816' | fill=00000000 | rows=[157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C158 | value='2531' | fill=00000000 | rows=[157] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D158 | value='2154' | fill=00000000 | rows=[157] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E158 | value='2366' | fill=00000000 | rows=[157] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F158 | value='1796' | fill=00000000 | rows=[157] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G158 | value='0' | fill=00000000 | rows=[157] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H158 | value='0' | fill=00000000 | rows=[157] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I158 | value='10663' | fill=00000000 | rows=[157] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J158 | value='12100' | fill=00000000 | rows=[157] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K158 | value='-1437' | fill=00000000 | rows=[157] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A159 | value='Knutsford - Booths Park(BPK)' | fill=00000000 | rows=[158] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B159 | value='1413' | fill=00000000 | rows=[158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C159 | value='1653' | fill=00000000 | rows=[158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D159 | value='2002' | fill=00000000 | rows=[158] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E159 | value='1915' | fill=00000000 | rows=[158] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F159 | value='1720' | fill=00000000 | rows=[158] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G159 | value='0' | fill=00000000 | rows=[158] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H159 | value='0' | fill=00000000 | rows=[158] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I159 | value='8703' | fill=00000000 | rows=[158] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J159 | value='10500' | fill=00000000 | rows=[158] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K159 | value='-1797' | fill=00000000 | rows=[158] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A160 | value='Glasgow - Bothwell St(GL1)' | fill=00000000 | rows=[159] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B160 | value='2318' | fill=00000000 | rows=[159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C160 | value='2384' | fill=00000000 | rows=[159] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D160 | value='2335' | fill=00000000 | rows=[159] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E160 | value='2643' | fill=00000000 | rows=[159] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F160 | value='2295' | fill=00000000 | rows=[159] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G160 | value='0' | fill=00000000 | rows=[159] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H160 | value='0' | fill=00000000 | rows=[159] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I160 | value='11975' | fill=00000000 | rows=[159] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J160 | value='14900' | fill=00000000 | rows=[159] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K160 | value='-2925' | fill=00000000 | rows=[159] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A161 | value='Birmingham - Colmore Gate(BH4)' | fill=00000000 | rows=[160] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B161 | value='764' | fill=00000000 | rows=[160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C161 | value='807' | fill=00000000 | rows=[160] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D161 | value='886' | fill=00000000 | rows=[160] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E161 | value='806' | fill=00000000 | rows=[160] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F161 | value='911' | fill=00000000 | rows=[160] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G161 | value='0' | fill=00000000 | rows=[160] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H161 | value='0' | fill=00000000 | rows=[160] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I161 | value='4174' | fill=00000000 | rows=[160] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J161 | value='4800' | fill=00000000 | rows=[160] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K161 | value='-626' | fill=00000000 | rows=[160] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A162 | value='Totals' | fill=FF00B0F0 | rows=[161] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B162 | value='36950' | fill=FF00B0F0 | rows=[161] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C162 | value='42011' | fill=FF00B0F0 | rows=[161] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D162 | value='43862' | fill=FF00B0F0 | rows=[161] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E162 | value='43115' | fill=FF00B0F0 | rows=[161] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F162 | value='42816' | fill=FF00B0F0 | rows=[161] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G162 | value='1126' | fill=FF00B0F0 | rows=[161] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H162 | value='0' | fill=FF00B0F0 | rows=[161] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I162 | value='209880' | fill=FF00B0F0 | rows=[161] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J162 | value='227800' | fill=FF00B0F0 | rows=[161] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K162 | value='-17920' | fill=FF00B0F0 | rows=[161] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell A163 | value='Total All Café's' | fill=FF00B050 | rows=[162] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B163 | value='184009.29' | fill=00000000 | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C163 | value='191094.92' | fill=00000000 | rows=[162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D163 | value='195378.06' | fill=00000000 | rows=[162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E163 | value='194912.09' | fill=00000000 | rows=[162] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F163 | value='222354.81' | fill=00000000 | rows=[162] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G163 | value='288654.85' | fill=00000000 | rows=[162] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H163 | value='195058.76' | fill=00000000 | rows=[162] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I163 | value='1471462.78' | fill=00000000 | rows=[162] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J163 | value='1645250' | fill=00000000 | rows=[162] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K163 | value='-173787.22' | fill=00000000 | rows=[162] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A164 | value='Other Income' | fill=FFFFFF00 | rows=[163] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell A165 | value='Whole Head Office' | fill=00000000 | rows=[164] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B165 | value='0' | fill=00000000 | rows=[164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C165 | value='0' | fill=00000000 | rows=[164] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D165 | value='0' | fill=00000000 | rows=[164] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E165 | value='0' | fill=00000000 | rows=[164] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F165 | value='0' | fill=00000000 | rows=[164] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G165 | value='0' | fill=00000000 | rows=[164] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H165 | value='0' | fill=00000000 | rows=[164] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I165 | value='0' | fill=00000000 | rows=[164] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J165 | value='1000' | fill=00000000 | rows=[164] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K165 | value='-1000' | fill=00000000 | rows=[164] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A166 | value='Flour Power City' | fill=00000000 | rows=[165] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B166 | value='5170.18' | fill=00000000 | rows=[165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C166 | value='5092' | fill=00000000 | rows=[165] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D166 | value='6061' | fill=00000000 | rows=[165] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E166 | value='6871' | fill=00000000 | rows=[165] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F166 | value='7517.5' | fill=00000000 | rows=[165] | cols=[5] | col_header=False | row_header=False | metadata=False
