=== environment-table14.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell A89 | value='BERKSHIRE' | fill=00000000 | rows=[88] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B89 | value='19036.0618' | fill=46 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C89 | value='18091.7669' | fill=46 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D89 | value='-4.96055807089259' | fill=46 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='3095.0261' | fill=46 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='2152.9649' | fill=46 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='-30.437908100355' | fill=46 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='22131.0879' | fill=46 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='20244.7318' | fill=46 | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='-8.52355794041195' | fill=46 | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='673.3867' | fill=46 | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L89 | value='641.7113' | fill=46 | rows=[88] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M89 | value='-4.70389450816299' | fill=46 | rows=[88] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N89 | value='1960.7764' | fill=46 | rows=[88] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O89 | value='2014.0201' | fill=46 | rows=[88] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P89 | value='2.71543965951447' | fill=46 | rows=[88] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q89 | value='24765.251' | fill=46 | rows=[88] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R89 | value='22900.4632' | fill=46 | rows=[88] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S89 | value='-7.52985624898371' | fill=46 | rows=[88] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T89 | value='26583.5194' | fill=46 | rows=[88] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U89 | value='24703.0199' | fill=46 | rows=[88] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V89 | value='-7.07392979727132' | fill=46 | rows=[88] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W89 | value='51348.7704' | fill=46 | rows=[88] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X89 | value='47603.4825' | fill=46 | rows=[88] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y89 | value='-7.29382197630969' | fill=46 | rows=[88] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z89 | value='7384.428' | fill=52 | rows=[88] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA89 | value='9439.884' | fill=52 | rows=[88] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB89 | value='27.8350063132852' | fill=52 | rows=[88] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC89 | value='87367.827' | fill=52 | rows=[88] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD89 | value='120741.803' | fill=52 | rows=[88] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE89 | value='38.1993888894593' | fill=52 | rows=[88] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF89 | value='94752.255' | fill=52 | rows=[88] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG89 | value='130181.687' | fill=52 | rows=[88] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH89 | value='37.3916504678437' | fill=52 | rows=[88] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI89 | value='#' | fill=52 | rows=[88] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ89 | value='227.955' | fill=52 | rows=[88] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK89 | value='-' | fill=52 | rows=[88] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL89 | value='#' | fill=52 | rows=[88] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM89 | value='445.133' | fill=52 | rows=[88] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN89 | value='-' | fill=52 | rows=[88] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO89 | value='104.192' | fill=52 | rows=[88] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP89 | value='116.746' | fill=52 | rows=[88] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ89 | value='12.0489097051597' | fill=52 | rows=[88] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR89 | value='642.926' | fill=52 | rows=[88] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS89 | value='789.834' | fill=52 | rows=[88] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT89 | value='22.8499080765127' | fill=52 | rows=[88] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU89 | value='27199.782' | fill=52 | rows=[88] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV89 | value='24151.576' | fill=52 | rows=[88] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW89 | value='-11.2067295245234' | fill=52 | rows=[88] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX89 | value='122594.963' | fill=52 | rows=[88] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY89 | value='155123.097' | fill=52 | rows=[88] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ89 | value='26.5330101694309' | fill=52 | rows=[88] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA89 | value='454.867' | fill=52 | rows=[88] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB89 | value='470.678' | fill=52 | rows=[88] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC89 | value='3.47596110511424' | fill=52 | rows=[88] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD89 | value='267.109' | fill=52 | rows=[88] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE89 | value='336.163' | fill=52 | rows=[88] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF89 | value='25.8523673855992' | fill=52 | rows=[88] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG89 | value='927.062' | fill=52 | rows=[88] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH89 | value='3421.029' | fill=52 | rows=[88] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI89 | value='269.018361231503' | fill=52 | rows=[88] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ89 | value='333.454' | fill=52 | rows=[88] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK89 | value='304.576' | fill=52 | rows=[88] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL89 | value='-8.66026498407576' | fill=52 | rows=[88] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM89 | value='124577.444' | fill=52 | rows=[88] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN89 | value='159655.549' | fill=52 | rows=[88] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO89 | value='28.1576695376733' | fill=52 | rows=[88] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A90 | value='MILTON KEYNES' | fill=00000000 | rows=[89] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B90 | value='6943.7245' | fill=46 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C90 | value='6980.8853' | fill=46 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D90 | value='0.53517100224814' | fill=46 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='524.523' | fill=46 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='578.9727' | fill=46 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='10.3808031297007' | fill=46 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='7468.2475' | fill=46 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='7559.858' | fill=46 | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='1.22666663095994' | fill=46 | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='200.9788' | fill=46 | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L90 | value='179.2519' | fill=46 | rows=[89] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M90 | value='-10.8105432015715' | fill=46 | rows=[89] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N90 | value='374.9145' | fill=46 | rows=[89] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O90 | value='326.3344' | fill=46 | rows=[89] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P90 | value='-12.9576476770037' | fill=46 | rows=[89] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q90 | value='8044.1408' | fill=46 | rows=[89] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R90 | value='8065.4443' | fill=46 | rows=[89] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S90 | value='0.26483251014204' | fill=46 | rows=[89] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T90 | value='9692.8417' | fill=46 | rows=[89] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U90 | value='9598.1411' | fill=46 | rows=[89] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V90 | value='-0.977015852843239' | fill=46 | rows=[89] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W90 | value='17736.9825' | fill=46 | rows=[89] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X90 | value='17663.5859' | fill=46 | rows=[89] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y90 | value='-0.413805448587436' | fill=46 | rows=[89] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z90 | value='87.181' | fill=52 | rows=[89] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA90 | value='238.957' | fill=52 | rows=[89] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB90 | value='174.092978974777' | fill=52 | rows=[89] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC90 | value='1353.17' | fill=52 | rows=[89] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD90 | value='1984.23' | fill=52 | rows=[89] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE90 | value='46.6356777049447' | fill=52 | rows=[89] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF90 | value='1440.351' | fill=52 | rows=[89] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG90 | value='2223.187' | fill=52 | rows=[89] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH90 | value='54.3503632100786' | fill=52 | rows=[89] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI90 | value='#' | fill=52 | rows=[89] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ90 | value='#' | fill=52 | rows=[89] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK90 | value='-' | fill=52 | rows=[89] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL90 | value='0' | fill=52 | rows=[89] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM90 | value='0' | fill=52 | rows=[89] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN90 | value='-' | fill=52 | rows=[89] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO90 | value='#' | fill=52 | rows=[89] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP90 | value='#' | fill=52 | rows=[89] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ90 | value='-' | fill=52 | rows=[89] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR90 | value='#' | fill=52 | rows=[89] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS90 | value='#' | fill=52 | rows=[89] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT90 | value='-' | fill=52 | rows=[89] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU90 | value='#' | fill=52 | rows=[89] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV90 | value='#' | fill=52 | rows=[89] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW90 | value='-' | fill=52 | rows=[89] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX90 | value='194492.51' | fill=52 | rows=[89] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY90 | value='202517.185' | fill=52 | rows=[89] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ90 | value='4.12595580158845' | fill=52 | rows=[89] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA90 | value='40.978' | fill=52 | rows=[89] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB90 | value='46.228' | fill=52 | rows=[89] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC90 | value='12.8117526477622' | fill=52 | rows=[89] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD90 | value='112.982' | fill=52 | rows=[89] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE90 | value='119.996' | fill=52 | rows=[89] | cols=[56] | col_header=False | row_header=False | metadata=False
