=== economy-table30.xlsx ===
Cell A1 | value='Column1' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell D455 | value='55173.6' | fill=00000000 | rows=[454] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E455 | value='55173.6' | fill=00000000 | rows=[454] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A456 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[455] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D456 | value='55173.6' | fill=00000000 | rows=[455] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E456 | value='55173.6' | fill=00000000 | rows=[455] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A457 | value='Mochiko Shoes Private Limited1' | fill=FFAAAAAA | rows=[456] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D457 | value='6273114.74' | fill=00000000 | rows=[456] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E457 | value='6273114.74' | fill=00000000 | rows=[456] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A458 | value='India' | fill=FFAAAAAA | rows=[457] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D458 | value='6273114.74' | fill=00000000 | rows=[457] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E458 | value='6273114.74' | fill=00000000 | rows=[457] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A459 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[458] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D459 | value='682752' | fill=00000000 | rows=[458] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E459 | value='682752' | fill=00000000 | rows=[458] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A460 | value='DIECUT' | fill=FFAAAAAA | rows=[459] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D460 | value='2520486.74' | fill=00000000 | rows=[459] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E460 | value='2520486.74' | fill=00000000 | rows=[459] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A461 | value='Die Cut' | fill=FFAAAAAA | rows=[460] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D461 | value='3069876' | fill=00000000 | rows=[460] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E461 | value='3069876' | fill=00000000 | rows=[460] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A462 | value='Mochiko Sports Private Limited' | fill=FFAAAAAA | rows=[461] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D462 | value='6267415.7' | fill=00000000 | rows=[461] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E462 | value='6267415.7' | fill=00000000 | rows=[461] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A463 | value='India' | fill=FFAAAAAA | rows=[462] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D463 | value='6267415.7' | fill=00000000 | rows=[462] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E463 | value='6267415.7' | fill=00000000 | rows=[462] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A464 | value='DIECUT' | fill=FFAAAAAA | rows=[463] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D464 | value='5935813' | fill=00000000 | rows=[463] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E464 | value='5935813' | fill=00000000 | rows=[463] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A465 | value='Die Cut' | fill=FFAAAAAA | rows=[464] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D465 | value='212077' | fill=00000000 | rows=[464] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E465 | value='212077' | fill=00000000 | rows=[464] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A466 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[465] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D466 | value='119525.7' | fill=00000000 | rows=[465] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E466 | value='119525.7' | fill=00000000 | rows=[465] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A467 | value='Mochiko Sports Private Limited- Rishikesh' | fill=FFAAAAAA | rows=[466] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D467 | value='605022' | fill=00000000 | rows=[466] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E467 | value='605022' | fill=00000000 | rows=[466] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A468 | value='India' | fill=FFAAAAAA | rows=[467] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D468 | value='605022' | fill=00000000 | rows=[467] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E468 | value='605022' | fill=00000000 | rows=[467] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A469 | value='Die Cut' | fill=FFAAAAAA | rows=[468] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D469 | value='605022' | fill=00000000 | rows=[468] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E469 | value='605022' | fill=00000000 | rows=[468] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A470 | value='Purti International' | fill=FFAAAAAA | rows=[469] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D470 | value='12236' | fill=00000000 | rows=[469] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E470 | value='12236' | fill=00000000 | rows=[469] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A471 | value='India' | fill=FFAAAAAA | rows=[470] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D471 | value='12236' | fill=00000000 | rows=[470] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E471 | value='12236' | fill=00000000 | rows=[470] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A472 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[471] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D472 | value='12236' | fill=00000000 | rows=[471] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E472 | value='12236' | fill=00000000 | rows=[471] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A473 | value='Raj Overseas' | fill=FFAAAAAA | rows=[472] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D473 | value='23184' | fill=00000000 | rows=[472] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E473 | value='23184' | fill=00000000 | rows=[472] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A474 | value='India' | fill=FFAAAAAA | rows=[473] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D474 | value='23184' | fill=00000000 | rows=[473] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E474 | value='23184' | fill=00000000 | rows=[473] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A475 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[474] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D475 | value='23184' | fill=00000000 | rows=[474] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E475 | value='23184' | fill=00000000 | rows=[474] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A476 | value='Ram Fashion Exports Private Limited' | fill=FFAAAAAA | rows=[475] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D476 | value='30068' | fill=00000000 | rows=[475] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E476 | value='30068' | fill=00000000 | rows=[475] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A477 | value='India' | fill=FFAAAAAA | rows=[476] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D477 | value='30068' | fill=00000000 | rows=[476] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E477 | value='30068' | fill=00000000 | rows=[476] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A478 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[477] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D478 | value='23628' | fill=00000000 | rows=[477] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E478 | value='23628' | fill=00000000 | rows=[477] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A479 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[478] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D479 | value='6440' | fill=00000000 | rows=[478] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E479 | value='6440' | fill=00000000 | rows=[478] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A480 | value='Rnb Global Impex' | fill=FFAAAAAA | rows=[479] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D480 | value='92400' | fill=00000000 | rows=[479] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E480 | value='92400' | fill=00000000 | rows=[479] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A481 | value='India' | fill=FFAAAAAA | rows=[480] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D481 | value='92400' | fill=00000000 | rows=[480] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E481 | value='92400' | fill=00000000 | rows=[480] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A482 | value='Die Cut' | fill=FFAAAAAA | rows=[481] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D482 | value='92400' | fill=00000000 | rows=[481] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E482 | value='92400' | fill=00000000 | rows=[481] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A483 | value='Sri Jati Shoes Pvt Ltd' | fill=FFAAAAAA | rows=[482] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D483 | value='368083.6' | fill=00000000 | rows=[482] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E483 | value='368083.6' | fill=00000000 | rows=[482] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A484 | value='India' | fill=FFAAAAAA | rows=[483] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D484 | value='368083.6' | fill=00000000 | rows=[483] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E484 | value='368083.6' | fill=00000000 | rows=[483] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A485 | value='Die Cut' | fill=FFAAAAAA | rows=[484] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D485 | value='123363.6' | fill=00000000 | rows=[484] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E485 | value='123363.6' | fill=00000000 | rows=[484] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A486 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[485] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D486 | value='244720' | fill=00000000 | rows=[485] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E486 | value='244720' | fill=00000000 | rows=[485] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A487 | value='Superhouse Limited, Rashid khan' | fill=FFAAAAAA | rows=[486] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D487 | value='183406.85' | fill=00000000 | rows=[486] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E487 | value='183406.85' | fill=00000000 | rows=[486] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A488 | value='India' | fill=FFAAAAAA | rows=[487] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D488 | value='183406.85' | fill=00000000 | rows=[487] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E488 | value='183406.85' | fill=00000000 | rows=[487] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A489 | value='DIECUT' | fill=FFAAAAAA | rows=[488] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D489 | value='183406.85' | fill=00000000 | rows=[488] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E489 | value='183406.85' | fill=00000000 | rows=[488] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A490 | value='Vrd Exports' | fill=FFAAAAAA | rows=[489] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D490 | value='163669.28' | fill=00000000 | rows=[489] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E490 | value='163669.28' | fill=00000000 | rows=[489] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A491 | value='India' | fill=FFAAAAAA | rows=[490] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D491 | value='163669.28' | fill=00000000 | rows=[490] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E491 | value='163669.28' | fill=00000000 | rows=[490] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A492 | value='Die Cut' | fill=FFAAAAAA | rows=[491] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D492 | value='110861.28' | fill=00000000 | rows=[491] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E492 | value='110861.28' | fill=00000000 | rows=[491] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A493 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[492] | cols=[0] | col_header=False | row_header=False | metadata=False
