=== education-table13.xlsx ===
Cell A1 | value='Community Learning Participation by Narrow Age Band, Gender, Learners with Learning Difficulties and/ or Disabilities and Ethnicity (2015/16 to 2018/19)' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell AH53 | value='850' | fill=9 | rows=[52] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI53 | value='0.033' | fill=00000000 | rows=[52] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ53 | value='540' | fill=9 | rows=[52] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK53 | value='0.01' | fill=00000000 | rows=[52] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL53 | value='520' | fill=9 | rows=[52] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM53 | value='0.01' | fill=00000000 | rows=[52] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN53 | value='620' | fill=9 | rows=[52] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO53 | value='0.013' | fill=00000000 | rows=[52] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP53 | value='660' | fill=9 | rows=[52] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ53 | value='0.014' | fill=00000000 | rows=[52] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C54 | value='Any other ethnic group' | fill=00000000 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='9400' | fill=00000000 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='0.017' | fill=00000000 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='10450' | fill=9 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='0.02' | fill=00000000 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='10730' | fill=9 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='0.022' | fill=00000000 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='11210' | fill=9 | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='0.024' | fill=00000000 | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='6620' | fill=9 | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='0.016' | fill=00000000 | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N54 | value='7790' | fill=9 | rows=[53] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O54 | value='0.02' | fill=00000000 | rows=[53] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P54 | value='8460' | fill=9 | rows=[53] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q54 | value='0.022' | fill=00000000 | rows=[53] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R54 | value='9010' | fill=9 | rows=[53] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S54 | value='0.024' | fill=00000000 | rows=[53] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T54 | value='1090' | fill=9 | rows=[53] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U54 | value='0.02' | fill=00000000 | rows=[53] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V54 | value='1060' | fill=9 | rows=[53] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W54 | value='0.022' | fill=00000000 | rows=[53] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X54 | value='1080' | fill=9 | rows=[53] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y54 | value='0.025' | fill=00000000 | rows=[53] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z54 | value='880' | fill=9 | rows=[53] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA54 | value='0.02' | fill=00000000 | rows=[53] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB54 | value='1220' | fill=9 | rows=[53] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC54 | value='0.031' | fill=00000000 | rows=[53] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD54 | value='1090' | fill=9 | rows=[53] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE54 | value='0.033' | fill=00000000 | rows=[53] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF54 | value='830' | fill=9 | rows=[53] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG54 | value='0.03' | fill=00000000 | rows=[53] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH54 | value='930' | fill=9 | rows=[53] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI54 | value='0.036' | fill=00000000 | rows=[53] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ54 | value='910' | fill=9 | rows=[53] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK54 | value='0.016' | fill=00000000 | rows=[53] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL54 | value='870' | fill=9 | rows=[53] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM54 | value='0.017' | fill=00000000 | rows=[53] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN54 | value='720' | fill=9 | rows=[53] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO54 | value='0.016' | fill=00000000 | rows=[53] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP54 | value='790' | fill=9 | rows=[53] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ54 | value='0.017' | fill=00000000 | rows=[53] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C55 | value='Total Other Ethnic Group' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='14190' | fill=9 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='0.026' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='16340' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='0.032' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='17200' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='0.035' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='18270' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='0.038' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L55 | value='9810' | fill=9 | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M55 | value='0.024' | fill=00000000 | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N55 | value='11960' | fill=9 | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='0.03' | fill=00000000 | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P55 | value='13220' | fill=00000000 | rows=[54] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q55 | value='0.035' | fill=00000000 | rows=[54] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R55 | value='14100' | fill=00000000 | rows=[54] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S55 | value='0.038' | fill=00000000 | rows=[54] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T55 | value='1730' | fill=9 | rows=[54] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U55 | value='0.031' | fill=00000000 | rows=[54] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V55 | value='1880' | fill=9 | rows=[54] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W55 | value='0.038' | fill=00000000 | rows=[54] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X55 | value='1810' | fill=00000000 | rows=[54] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y55 | value='0.041' | fill=00000000 | rows=[54] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z55 | value='1810' | fill=00000000 | rows=[54] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA55 | value='0.041' | fill=00000000 | rows=[54] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB55 | value='2030' | fill=9 | rows=[54] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC55 | value='0.052' | fill=00000000 | rows=[54] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD55 | value='1920' | fill=9 | rows=[54] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE55 | value='0.059' | fill=00000000 | rows=[54] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF55 | value='1600' | fill=00000000 | rows=[54] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG55 | value='0.057' | fill=00000000 | rows=[54] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH55 | value='1780' | fill=00000000 | rows=[54] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI55 | value='0.069' | fill=00000000 | rows=[54] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ55 | value='1450' | fill=9 | rows=[54] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK55 | value='0.026' | fill=00000000 | rows=[54] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL55 | value='1390' | fill=9 | rows=[54] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM55 | value='0.027' | fill=00000000 | rows=[54] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN55 | value='1340' | fill=00000000 | rows=[54] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO55 | value='0.029' | fill=00000000 | rows=[54] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP55 | value='1450' | fill=00000000 | rows=[54] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ55 | value='0.032' | fill=00000000 | rows=[54] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell B56 | value='Not Known/ Not Provided' | fill=00000000 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='Not Known/ Not Provided' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='23360' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='-' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='22280' | fill=9 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='-' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='15840' | fill=9 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='-' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='14180' | fill=9 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='-' | fill=00000000 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L57 | value='16680' | fill=9 | rows=[56] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M57 | value='-' | fill=00000000 | rows=[56] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N57 | value='17460' | fill=9 | rows=[56] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O57 | value='-' | fill=00000000 | rows=[56] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P57 | value='12170' | fill=9 | rows=[56] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q57 | value='-' | fill=00000000 | rows=[56] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R57 | value='11130' | fill=9 | rows=[56] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S57 | value='-' | fill=00000000 | rows=[56] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T57 | value='2170' | fill=9 | rows=[56] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U57 | value='-' | fill=00000000 | rows=[56] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V57 | value='1220' | fill=9 | rows=[56] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W57 | value='-' | fill=00000000 | rows=[56] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X57 | value='990' | fill=9 | rows=[56] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y57 | value='-' | fill=00000000 | rows=[56] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z57 | value='1120' | fill=9 | rows=[56] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA57 | value='-' | fill=00000000 | rows=[56] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB57 | value='1950' | fill=9 | rows=[56] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC57 | value='-' | fill=00000000 | rows=[56] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD57 | value='1100' | fill=9 | rows=[56] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE57 | value='-' | fill=00000000 | rows=[56] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF57 | value='1310' | fill=9 | rows=[56] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG57 | value='-' | fill=00000000 | rows=[56] | cols=[32] | col_header=False | row_header=False | metadata=False
