=== employment-table11.xlsx ===
Cell A1 | value='HOUSEHOLD DATA
ANNUAL AVERAGES
11. Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell B487 | value='201' | fill=00000000 | rows=[486] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C487 | value='2.3' | fill=00000000 | rows=[486] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D487 | value='94.7' | fill=00000000 | rows=[486] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E487 | value='3.7' | fill=00000000 | rows=[486] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F487 | value='0.2' | fill=00000000 | rows=[486] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G487 | value='19.3' | fill=00000000 | rows=[486] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A488 | value='Small engine mechanics' | fill=00000000 | rows=[487] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B488 | value='41' | fill=00000000 | rows=[487] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C488 | value='–' | fill=00000000 | rows=[487] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D488 | value='–' | fill=00000000 | rows=[487] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E488 | value='–' | fill=00000000 | rows=[487] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F488 | value='–' | fill=00000000 | rows=[487] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G488 | value='–' | fill=00000000 | rows=[487] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A489 | value='Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers' | fill=00000000 | rows=[488] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B489 | value='90' | fill=00000000 | rows=[488] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C489 | value='3.2' | fill=00000000 | rows=[488] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D489 | value='93.9' | fill=00000000 | rows=[488] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E489 | value='4.5' | fill=00000000 | rows=[488] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F489 | value='0.1' | fill=00000000 | rows=[488] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G489 | value='22.7' | fill=00000000 | rows=[488] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A490 | value='Control and valve installers and repairers' | fill=00000000 | rows=[489] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B490 | value='26' | fill=00000000 | rows=[489] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C490 | value='–' | fill=00000000 | rows=[489] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D490 | value='–' | fill=00000000 | rows=[489] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E490 | value='–' | fill=00000000 | rows=[489] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F490 | value='–' | fill=00000000 | rows=[489] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G490 | value='–' | fill=00000000 | rows=[489] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A491 | value='Heating, air conditioning, and refrigeration mechanics and installers' | fill=00000000 | rows=[490] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B491 | value='546' | fill=00000000 | rows=[490] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C491 | value='2.3' | fill=00000000 | rows=[490] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D491 | value='86.1' | fill=00000000 | rows=[490] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E491 | value='9.5' | fill=00000000 | rows=[490] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F491 | value='0.7' | fill=00000000 | rows=[490] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G491 | value='23.1' | fill=00000000 | rows=[490] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A492 | value='Home appliance repairers' | fill=00000000 | rows=[491] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B492 | value='41' | fill=00000000 | rows=[491] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C492 | value='–' | fill=00000000 | rows=[491] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D492 | value='–' | fill=00000000 | rows=[491] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E492 | value='–' | fill=00000000 | rows=[491] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F492 | value='–' | fill=00000000 | rows=[491] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G492 | value='–' | fill=00000000 | rows=[491] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A493 | value='Industrial and refractory machinery mechanics' | fill=00000000 | rows=[492] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B493 | value='416' | fill=00000000 | rows=[492] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C493 | value='3.9' | fill=00000000 | rows=[492] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D493 | value='81.7' | fill=00000000 | rows=[492] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E493 | value='9.9' | fill=00000000 | rows=[492] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F493 | value='5.5' | fill=00000000 | rows=[492] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G493 | value='18.9' | fill=00000000 | rows=[492] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A494 | value='Maintenance and repair workers, general' | fill=00000000 | rows=[493] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B494 | value='672' | fill=00000000 | rows=[493] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C494 | value='4.7' | fill=00000000 | rows=[493] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D494 | value='79.6' | fill=00000000 | rows=[493] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E494 | value='12.2' | fill=00000000 | rows=[493] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F494 | value='3.6' | fill=00000000 | rows=[493] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G494 | value='24' | fill=00000000 | rows=[493] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A495 | value='Maintenance workers, machinery' | fill=00000000 | rows=[494] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B495 | value='22' | fill=00000000 | rows=[494] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C495 | value='–' | fill=00000000 | rows=[494] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D495 | value='–' | fill=00000000 | rows=[494] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E495 | value='–' | fill=00000000 | rows=[494] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F495 | value='–' | fill=00000000 | rows=[494] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G495 | value='–' | fill=00000000 | rows=[494] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A496 | value='Millwrights' | fill=00000000 | rows=[495] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B496 | value='42' | fill=00000000 | rows=[495] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C496 | value='–' | fill=00000000 | rows=[495] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D496 | value='–' | fill=00000000 | rows=[495] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E496 | value='–' | fill=00000000 | rows=[495] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F496 | value='–' | fill=00000000 | rows=[495] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G496 | value='–' | fill=00000000 | rows=[495] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A497 | value='Electrical power-line installers and repairers' | fill=00000000 | rows=[496] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B497 | value='130' | fill=00000000 | rows=[496] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C497 | value='2.3' | fill=00000000 | rows=[496] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D497 | value='94.6' | fill=00000000 | rows=[496] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E497 | value='4.1' | fill=00000000 | rows=[496] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F497 | value='0' | fill=00000000 | rows=[496] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G497 | value='13.6' | fill=00000000 | rows=[496] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A498 | value='Telecommunications line installers and repairers' | fill=00000000 | rows=[497] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B498 | value='160' | fill=00000000 | rows=[497] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C498 | value='5.3' | fill=00000000 | rows=[497] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D498 | value='77.2' | fill=00000000 | rows=[497] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E498 | value='19.2' | fill=00000000 | rows=[497] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F498 | value='0.6' | fill=00000000 | rows=[497] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G498 | value='12.9' | fill=00000000 | rows=[497] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A499 | value='Precision instrument and equipment repairers' | fill=00000000 | rows=[498] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B499 | value='46' | fill=00000000 | rows=[498] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C499 | value='–' | fill=00000000 | rows=[498] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D499 | value='–' | fill=00000000 | rows=[498] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E499 | value='–' | fill=00000000 | rows=[498] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F499 | value='–' | fill=00000000 | rows=[498] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G499 | value='–' | fill=00000000 | rows=[498] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A500 | value='Wind turbine service technicians' | fill=00000000 | rows=[499] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B500 | value='7' | fill=00000000 | rows=[499] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C500 | value='–' | fill=00000000 | rows=[499] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D500 | value='–' | fill=00000000 | rows=[499] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E500 | value='–' | fill=00000000 | rows=[499] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F500 | value='–' | fill=00000000 | rows=[499] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G500 | value='–' | fill=00000000 | rows=[499] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A501 | value='Coin, vending, and amusement machine servicers and repairers' | fill=00000000 | rows=[500] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B501 | value='33' | fill=00000000 | rows=[500] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C501 | value='–' | fill=00000000 | rows=[500] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D501 | value='–' | fill=00000000 | rows=[500] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E501 | value='–' | fill=00000000 | rows=[500] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F501 | value='–' | fill=00000000 | rows=[500] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G501 | value='–' | fill=00000000 | rows=[500] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A502 | value='Commercial divers' | fill=00000000 | rows=[501] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B502 | value='1' | fill=00000000 | rows=[501] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C502 | value='–' | fill=00000000 | rows=[501] | cols=[2] | col_header=False | row_header=False | metadata=False
