=== economy-table29.xlsx ===
Cell B1 | value='Fossil Fuel Support - China' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell T344 | value='..' | fill=00000000 | rows=[343] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U344 | value='..' | fill=00000000 | rows=[343] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B345 | value='Supplementary notice of the Ministry of Finance on the "Interim Measures for the Administration of Special Funds for Renewable Energy Development"' | fill=FFE2F2FB | rows=[344] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C345 | value='Total' | fill=FFE2F2FB | rows=[344] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B346 | value='Supplementary notice of the Ministry of Finance on the "Interim Measures for the Administration of Special Funds for Renewable Energy Development"' | fill=FFE2F2FB | rows=[345] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C346 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[345] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B347 | value='Supplementary notice of the Ministry of Finance on the "Interim Measures for the Administration of Special Funds for Renewable Energy Development"' | fill=FFE2F2FB | rows=[346] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C347 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[346] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D347 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[346] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E347 | value='Natural Gas' | fill=FFE2F2FB | rows=[346] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F347 | value='Total economy' | fill=FFE2F2FB | rows=[346] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B348 | value='Supplementary notice of the Ministry of Finance on the "Interim Measures for the Administration of Special Funds for Renewable Energy Development"' | fill=FFE2F2FB | rows=[347] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C348 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[347] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D348 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[347] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E348 | value='Natural Gas' | fill=FFE2F2FB | rows=[347] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F348 | value='·  General government' | fill=FFE2F2FB | rows=[347] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B349 | value='Supplementary notice of the Ministry of Finance on the "Interim Measures for the Administration of Special Funds for Renewable Energy Development"' | fill=FFE2F2FB | rows=[348] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C349 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[348] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D349 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[348] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E349 | value='Natural Gas' | fill=FFE2F2FB | rows=[348] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F349 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[348] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H349 | value='..' | fill=00000000 | rows=[348] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I349 | value='..' | fill=00000000 | rows=[348] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J349 | value='..' | fill=00000000 | rows=[348] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K349 | value='..' | fill=00000000 | rows=[348] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L349 | value='..' | fill=00000000 | rows=[348] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M349 | value='..' | fill=00000000 | rows=[348] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N349 | value='..' | fill=00000000 | rows=[348] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O349 | value='..' | fill=00000000 | rows=[348] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P349 | value='..' | fill=00000000 | rows=[348] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q349 | value='..' | fill=00000000 | rows=[348] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R349 | value='..' | fill=00000000 | rows=[348] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S349 | value='..' | fill=00000000 | rows=[348] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T349 | value='..' | fill=00000000 | rows=[348] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U349 | value='..' | fill=00000000 | rows=[348] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B350 | value='Several Opinions of the State Council on Promoting the Coordinated and Stable Development of Natural Gas' | fill=FFE2F2FB | rows=[349] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C350 | value='Total' | fill=FFE2F2FB | rows=[349] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B351 | value='Several Opinions of the State Council on Promoting the Coordinated and Stable Development of Natural Gas' | fill=FFE2F2FB | rows=[350] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C351 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[350] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B352 | value='Several Opinions of the State Council on Promoting the Coordinated and Stable Development of Natural Gas' | fill=FFE2F2FB | rows=[351] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C352 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[351] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D352 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[351] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E352 | value='Natural Gas' | fill=FFE2F2FB | rows=[351] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F352 | value='Total economy' | fill=FFE2F2FB | rows=[351] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B353 | value='Several Opinions of the State Council on Promoting the Coordinated and Stable Development of Natural Gas' | fill=FFE2F2FB | rows=[352] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C353 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[352] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D353 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[352] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E353 | value='Natural Gas' | fill=FFE2F2FB | rows=[352] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F353 | value='·  General government' | fill=FFE2F2FB | rows=[352] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B354 | value='Several Opinions of the State Council on Promoting the Coordinated and Stable Development of Natural Gas' | fill=FFE2F2FB | rows=[353] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C354 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[353] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D354 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[353] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E354 | value='Natural Gas' | fill=FFE2F2FB | rows=[353] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F354 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[353] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H354 | value='..' | fill=00000000 | rows=[353] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I354 | value='..' | fill=00000000 | rows=[353] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J354 | value='..' | fill=00000000 | rows=[353] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K354 | value='..' | fill=00000000 | rows=[353] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L354 | value='..' | fill=00000000 | rows=[353] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M354 | value='..' | fill=00000000 | rows=[353] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N354 | value='..' | fill=00000000 | rows=[353] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O354 | value='..' | fill=00000000 | rows=[353] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P354 | value='..' | fill=00000000 | rows=[353] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q354 | value='..' | fill=00000000 | rows=[353] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R354 | value='..' | fill=00000000 | rows=[353] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S354 | value='..' | fill=00000000 | rows=[353] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T354 | value='..' | fill=00000000 | rows=[353] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U354 | value='..' | fill=00000000 | rows=[353] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B355 | value='Memorandum on Stabilizing Abnormal Price Fluctuations in the Coal Market' | fill=FFE2F2FB | rows=[354] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C355 | value='Total' | fill=FFE2F2FB | rows=[354] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B356 | value='Memorandum on Stabilizing Abnormal Price Fluctuations in the Coal Market' | fill=FFE2F2FB | rows=[355] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C356 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[355] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B357 | value='Memorandum on Stabilizing Abnormal Price Fluctuations in the Coal Market' | fill=FFE2F2FB | rows=[356] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C357 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[356] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D357 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[356] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E357 | value='Coal' | fill=FFE2F2FB | rows=[356] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B358 | value='Memorandum on Stabilizing Abnormal Price Fluctuations in the Coal Market' | fill=FFE2F2FB | rows=[357] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C358 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[357] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D358 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[357] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E358 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[357] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F358 | value='Total economy' | fill=FFE2F2FB | rows=[357] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B359 | value='Memorandum on Stabilizing Abnormal Price Fluctuations in the Coal Market' | fill=FFE2F2FB | rows=[358] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C359 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[358] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D359 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[358] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E359 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[358] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F359 | value='·  General government' | fill=FFE2F2FB | rows=[358] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B360 | value='Memorandum on Stabilizing Abnormal Price Fluctuations in the Coal Market' | fill=FFE2F2FB | rows=[359] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C360 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[359] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D360 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[359] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E360 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[359] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F360 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[359] | cols=[5] | col_header=False | row_header=False | metadata=False
