=== food-table11.xlsx ===
Cell A1 | value='Per capita sales of food for all purchasers with taxes and tips, by State' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell E1150 | value='3572.07' | fill=00000000 | rows=[1149] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1150 | value='1056.86' | fill=00000000 | rows=[1149] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1150 | value='924.81' | fill=00000000 | rows=[1149] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1150 | value='1981.67' | fill=00000000 | rows=[1149] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1151 | value='2009' | fill=00000000 | rows=[1150] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1151 | value='Tennessee' | fill=00000000 | rows=[1150] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1151 | value='1902.5' | fill=00000000 | rows=[1150] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1151 | value='1596.95' | fill=00000000 | rows=[1150] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1151 | value='3499.46' | fill=00000000 | rows=[1150] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1151 | value='1036.55' | fill=00000000 | rows=[1150] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1151 | value='865.33' | fill=00000000 | rows=[1150] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1151 | value='1901.87' | fill=00000000 | rows=[1150] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1152 | value='2010' | fill=00000000 | rows=[1151] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1152 | value='Tennessee' | fill=00000000 | rows=[1151] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1152 | value='1960.17' | fill=00000000 | rows=[1151] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1152 | value='1634.41' | fill=00000000 | rows=[1151] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1152 | value='3594.58' | fill=00000000 | rows=[1151] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1152 | value='1061.71' | fill=00000000 | rows=[1151] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1152 | value='874.48' | fill=00000000 | rows=[1151] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1152 | value='1936.19' | fill=00000000 | rows=[1151] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1153 | value='2011' | fill=00000000 | rows=[1152] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1153 | value='Tennessee' | fill=00000000 | rows=[1152] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1153 | value='2051.09' | fill=00000000 | rows=[1152] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1153 | value='1727.01' | fill=00000000 | rows=[1152] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1153 | value='3778.09' | fill=00000000 | rows=[1152] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1153 | value='1056.86' | fill=00000000 | rows=[1152] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1153 | value='903.92' | fill=00000000 | rows=[1152] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1153 | value='1960.78' | fill=00000000 | rows=[1152] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1154 | value='2012' | fill=00000000 | rows=[1153] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1154 | value='Tennessee' | fill=00000000 | rows=[1153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1154 | value='2168.11' | fill=00000000 | rows=[1153] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1154 | value='1835.04' | fill=00000000 | rows=[1153] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1154 | value='4003.16' | fill=00000000 | rows=[1153] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1154 | value='1087.77' | fill=00000000 | rows=[1153] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1154 | value='934.74' | fill=00000000 | rows=[1153] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1154 | value='2022.51' | fill=00000000 | rows=[1153] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1155 | value='2013' | fill=00000000 | rows=[1154] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1155 | value='Tennessee' | fill=00000000 | rows=[1154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1155 | value='2154.8' | fill=00000000 | rows=[1154] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1155 | value='1947.06' | fill=00000000 | rows=[1154] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1155 | value='4101.86' | fill=00000000 | rows=[1154] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1155 | value='1068.4' | fill=00000000 | rows=[1154] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1155 | value='969.54' | fill=00000000 | rows=[1154] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1155 | value='2037.94' | fill=00000000 | rows=[1154] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1156 | value='2014' | fill=00000000 | rows=[1155] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1156 | value='Tennessee' | fill=00000000 | rows=[1155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1156 | value='2197.06' | fill=00000000 | rows=[1155] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1156 | value='2100.55' | fill=00000000 | rows=[1155] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1156 | value='4297.61' | fill=00000000 | rows=[1155] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1156 | value='1063.43' | fill=00000000 | rows=[1155] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1156 | value='1021.91' | fill=00000000 | rows=[1155] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1156 | value='2085.34' | fill=00000000 | rows=[1155] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1157 | value='2015' | fill=00000000 | rows=[1156] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1157 | value='Tennessee' | fill=00000000 | rows=[1156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1157 | value='2157.4' | fill=00000000 | rows=[1156] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1157 | value='2285.02' | fill=00000000 | rows=[1156] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1157 | value='4442.42' | fill=00000000 | rows=[1156] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1157 | value='1033.57' | fill=00000000 | rows=[1156] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1157 | value='1078.73' | fill=00000000 | rows=[1156] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1157 | value='2112.3' | fill=00000000 | rows=[1156] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1158 | value='2016' | fill=00000000 | rows=[1157] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1158 | value='Tennessee' | fill=00000000 | rows=[1157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1158 | value='2190.64' | fill=00000000 | rows=[1157] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1158 | value='2432.93' | fill=00000000 | rows=[1157] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1158 | value='4623.57' | fill=00000000 | rows=[1157] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1158 | value='1064.61' | fill=00000000 | rows=[1157] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1158 | value='1126.06' | fill=00000000 | rows=[1157] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1158 | value='2190.67' | fill=00000000 | rows=[1157] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1159 | value='2017' | fill=00000000 | rows=[1158] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1159 | value='Tennessee' | fill=00000000 | rows=[1158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1159 | value='2162.69' | fill=00000000 | rows=[1158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1159 | value='2578.16' | fill=00000000 | rows=[1158] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1159 | value='4740.85' | fill=00000000 | rows=[1158] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1159 | value='1053.37' | fill=00000000 | rows=[1158] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1159 | value='1169.72' | fill=00000000 | rows=[1158] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1159 | value='2223.09' | fill=00000000 | rows=[1158] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1160 | value='2018' | fill=00000000 | rows=[1159] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1160 | value='Tennessee' | fill=00000000 | rows=[1159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1160 | value='2217.45' | fill=00000000 | rows=[1159] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1160 | value='2692.83' | fill=00000000 | rows=[1159] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1160 | value='4910.27' | fill=00000000 | rows=[1159] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1160 | value='1076.82' | fill=00000000 | rows=[1159] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1160 | value='1196.49' | fill=00000000 | rows=[1159] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1160 | value='2273.32' | fill=00000000 | rows=[1159] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1161 | value='2019' | fill=00000000 | rows=[1160] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1161 | value='Tennessee' | fill=00000000 | rows=[1160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1161 | value='2284.09' | fill=00000000 | rows=[1160] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1161 | value='2838.38' | fill=00000000 | rows=[1160] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1161 | value='5122.46' | fill=00000000 | rows=[1160] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1161 | value='1101.6' | fill=00000000 | rows=[1160] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1161 | value='1223.55' | fill=00000000 | rows=[1160] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1161 | value='2325.15' | fill=00000000 | rows=[1160] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1162 | value='2020' | fill=00000000 | rows=[1161] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1162 | value='Tennessee' | fill=00000000 | rows=[1161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1162 | value='2759.16' | fill=00000000 | rows=[1161] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1162 | value='2607.15' | fill=00000000 | rows=[1161] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1162 | value='5366.31' | fill=00000000 | rows=[1161] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1162 | value='1285.49' | fill=00000000 | rows=[1161] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1162 | value='1094' | fill=00000000 | rows=[1161] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1162 | value='2379.5' | fill=00000000 | rows=[1161] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1163 | value='2021' | fill=00000000 | rows=[1162] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1163 | value='Tennessee' | fill=00000000 | rows=[1162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1163 | value='2937.81' | fill=00000000 | rows=[1162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1163 | value='3170.85' | fill=00000000 | rows=[1162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1163 | value='6108.66' | fill=00000000 | rows=[1162] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1163 | value='1323.28' | fill=00000000 | rows=[1162] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1163 | value='1281' | fill=00000000 | rows=[1162] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1163 | value='2604.28' | fill=00000000 | rows=[1162] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1164 | value='2022' | fill=00000000 | rows=[1163] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1164 | value='Tennessee' | fill=00000000 | rows=[1163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1164 | value='3092.07' | fill=00000000 | rows=[1163] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1164 | value='3498.71' | fill=00000000 | rows=[1163] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1164 | value='6590.79' | fill=00000000 | rows=[1163] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1164 | value='1250.47' | fill=00000000 | rows=[1163] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1164 | value='1311.54' | fill=00000000 | rows=[1163] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1164 | value='2562.01' | fill=00000000 | rows=[1163] | cols=[7] | col_header=False | row_header=False | metadata=False
