=== economy-table26.xlsx ===
Cell B1 | value='Annual government non-financial accounts and key indicators (for 'Developer API')' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell M323 | value='-1531' | fill=00000000 | rows=[322] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P323 | value='-3455' | fill=00000000 | rows=[322] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B324 | value='Secondary distribution of income account' | fill=FFE2F2FB | rows=[323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B325 | value='·  Current taxes on income, wealth, etc.' | fill=FFE2F2FB | rows=[324] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F325 | value='576' | fill=00000000 | rows=[324] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I325 | value='630' | fill=00000000 | rows=[324] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L325 | value='783' | fill=00000000 | rows=[324] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O325 | value='653' | fill=00000000 | rows=[324] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R325 | value='552' | fill=00000000 | rows=[324] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B326 | value='·  Net social contributions' | fill=FFE2F2FB | rows=[325] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E326 | value='238248' | fill=00000000 | rows=[325] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H326 | value='226495' | fill=00000000 | rows=[325] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K326 | value='243365' | fill=00000000 | rows=[325] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N326 | value='256476' | fill=00000000 | rows=[325] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q326 | value='265710' | fill=00000000 | rows=[325] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B327 | value='·  ·  Actual social contributions from employers and households' | fill=FFE2F2FB | rows=[326] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E327 | value='237705' | fill=00000000 | rows=[326] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H327 | value='225953' | fill=00000000 | rows=[326] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K327 | value='242814' | fill=00000000 | rows=[326] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N327 | value='255900' | fill=00000000 | rows=[326] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q327 | value='265109' | fill=00000000 | rows=[326] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B328 | value='·  Actual social contributions from employers and households' | fill=FFE2F2FB | rows=[327] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E328 | value='237705' | fill=00000000 | rows=[327] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H328 | value='225953' | fill=00000000 | rows=[327] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K328 | value='242814' | fill=00000000 | rows=[327] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N328 | value='255900' | fill=00000000 | rows=[327] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q328 | value='265109' | fill=00000000 | rows=[327] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B329 | value='·  ·  Employers' actual social contributions' | fill=FFE2F2FB | rows=[328] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E329 | value='158442' | fill=00000000 | rows=[328] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H329 | value='150246' | fill=00000000 | rows=[328] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K329 | value='162110' | fill=00000000 | rows=[328] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N329 | value='170790' | fill=00000000 | rows=[328] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q329 | value='179106' | fill=00000000 | rows=[328] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B330 | value='·  ·  Households' actual social contributions' | fill=FFE2F2FB | rows=[329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E330 | value='79263' | fill=00000000 | rows=[329] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H330 | value='75707' | fill=00000000 | rows=[329] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K330 | value='80704' | fill=00000000 | rows=[329] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N330 | value='85110' | fill=00000000 | rows=[329] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q330 | value='86003' | fill=00000000 | rows=[329] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B331 | value='·  Other current transfers, Total economy' | fill=FFE2F2FB | rows=[330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B332 | value='·  ·  Other current transfers, General government' | fill=FFE2F2FB | rows=[331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B333 | value='·  ·  ·  Other current transfers, Central government' | fill=FFE2F2FB | rows=[332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F333 | value='3845' | fill=00000000 | rows=[332] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I333 | value='4959' | fill=00000000 | rows=[332] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L333 | value='3788' | fill=00000000 | rows=[332] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O333 | value='2740' | fill=00000000 | rows=[332] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R333 | value='2958' | fill=00000000 | rows=[332] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B334 | value='·  ·  ·  Other current transfers, Local government' | fill=FFE2F2FB | rows=[333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F334 | value='23' | fill=00000000 | rows=[333] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I334 | value='27' | fill=00000000 | rows=[333] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L334 | value='27' | fill=00000000 | rows=[333] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O334 | value='22' | fill=00000000 | rows=[333] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R334 | value='2' | fill=00000000 | rows=[333] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B335 | value='·  Other current transfers' | fill=FFE2F2FB | rows=[334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E335 | value='116758' | fill=00000000 | rows=[334] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F335 | value='4785' | fill=00000000 | rows=[334] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H335 | value='162121' | fill=00000000 | rows=[334] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I335 | value='5895' | fill=00000000 | rows=[334] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K335 | value='146307' | fill=00000000 | rows=[334] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L335 | value='4715' | fill=00000000 | rows=[334] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N335 | value='147391' | fill=00000000 | rows=[334] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O335 | value='3528' | fill=00000000 | rows=[334] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q335 | value='163288' | fill=00000000 | rows=[334] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R335 | value='3851' | fill=00000000 | rows=[334] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B336 | value='·  ·  Net non-life insurance premiums' | fill=FFE2F2FB | rows=[335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F336 | value='11' | fill=00000000 | rows=[335] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I336 | value='9' | fill=00000000 | rows=[335] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L336 | value='11' | fill=00000000 | rows=[335] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O336 | value='11' | fill=00000000 | rows=[335] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R336 | value='13' | fill=00000000 | rows=[335] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B337 | value='·  ·  Non-life insurance claims' | fill=FFE2F2FB | rows=[336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E337 | value='0' | fill=00000000 | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H337 | value='0' | fill=00000000 | rows=[336] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K337 | value='0' | fill=00000000 | rows=[336] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N337 | value='0' | fill=00000000 | rows=[336] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q337 | value='0' | fill=00000000 | rows=[336] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B338 | value='·  ·  Current transfers within general government' | fill=FFE2F2FB | rows=[337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E338 | value='115120' | fill=00000000 | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F338 | value='3868' | fill=00000000 | rows=[337] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H338 | value='161109' | fill=00000000 | rows=[337] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I338 | value='4986' | fill=00000000 | rows=[337] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K338 | value='145243' | fill=00000000 | rows=[337] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L338 | value='3815' | fill=00000000 | rows=[337] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N338 | value='145730' | fill=00000000 | rows=[337] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O338 | value='2762' | fill=00000000 | rows=[337] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q338 | value='161919' | fill=00000000 | rows=[337] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R338 | value='2960' | fill=00000000 | rows=[337] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B339 | value='·  ·  Current international cooperation' | fill=FFE2F2FB | rows=[338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E339 | value='10' | fill=00000000 | rows=[338] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F339 | value='0' | fill=00000000 | rows=[338] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H339 | value='7' | fill=00000000 | rows=[338] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I339 | value='0' | fill=00000000 | rows=[338] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K339 | value='142' | fill=00000000 | rows=[338] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L339 | value='0' | fill=00000000 | rows=[338] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N339 | value='32' | fill=00000000 | rows=[338] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O339 | value='0' | fill=00000000 | rows=[338] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q339 | value='0' | fill=00000000 | rows=[338] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R339 | value='0' | fill=00000000 | rows=[338] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B340 | value='·  ·  Miscellaneous current transfers' | fill=FFE2F2FB | rows=[339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E340 | value='1628' | fill=00000000 | rows=[339] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F340 | value='906' | fill=00000000 | rows=[339] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H340 | value='1005' | fill=00000000 | rows=[339] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I340 | value='900' | fill=00000000 | rows=[339] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K340 | value='922' | fill=00000000 | rows=[339] | cols=[10] | col_header=False | row_header=False | metadata=False
