=== economy-table28.xlsx ===
Cell B1 | value='Fossil Fuel Support - Netherlands' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C206 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[205] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B207 | value='Reimburse costs of energy-intensive SMEs (ID 721)' | fill=FFE2F2FB | rows=[206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C207 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[206] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D207 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[206] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E207 | value='Natural Gas' | fill=FFE2F2FB | rows=[206] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F207 | value='Total economy' | fill=FFE2F2FB | rows=[206] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B208 | value='Reimburse costs of energy-intensive SMEs (ID 721)' | fill=FFE2F2FB | rows=[207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C208 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[207] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D208 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[207] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E208 | value='Natural Gas' | fill=FFE2F2FB | rows=[207] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F208 | value='·  General government' | fill=FFE2F2FB | rows=[207] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B209 | value='Reimburse costs of energy-intensive SMEs (ID 721)' | fill=FFE2F2FB | rows=[208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C209 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[208] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D209 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[208] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E209 | value='Natural Gas' | fill=FFE2F2FB | rows=[208] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F209 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[208] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H209 | value='..' | fill=00000000 | rows=[208] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I209 | value='..' | fill=00000000 | rows=[208] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J209 | value='..' | fill=00000000 | rows=[208] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K209 | value='..' | fill=00000000 | rows=[208] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L209 | value='..' | fill=00000000 | rows=[208] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M209 | value='..' | fill=00000000 | rows=[208] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N209 | value='..' | fill=00000000 | rows=[208] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O209 | value='..' | fill=00000000 | rows=[208] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P209 | value='..' | fill=00000000 | rows=[208] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q209 | value='..' | fill=00000000 | rows=[208] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R209 | value='..' | fill=00000000 | rows=[208] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S209 | value='..' | fill=00000000 | rows=[208] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T209 | value='258030862' | fill=00000000 | rows=[208] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U209 | value='1548185172' | fill=00000000 | rows=[208] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B210 | value='Reimburse costs of energy-intensive SMEs (ID 721)' | fill=FFE2F2FB | rows=[209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C210 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[209] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D210 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[209] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E210 | value='End-use electricity' | fill=FFE2F2FB | rows=[209] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F210 | value='Total economy' | fill=FFE2F2FB | rows=[209] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B211 | value='Reimburse costs of energy-intensive SMEs (ID 721)' | fill=FFE2F2FB | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C211 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[210] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D211 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[210] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E211 | value='End-use electricity' | fill=FFE2F2FB | rows=[210] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F211 | value='·  General government' | fill=FFE2F2FB | rows=[210] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B212 | value='Reimburse costs of energy-intensive SMEs (ID 721)' | fill=FFE2F2FB | rows=[211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C212 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[211] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D212 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[211] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E212 | value='End-use electricity' | fill=FFE2F2FB | rows=[211] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F212 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[211] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H212 | value='..' | fill=00000000 | rows=[211] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I212 | value='..' | fill=00000000 | rows=[211] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J212 | value='..' | fill=00000000 | rows=[211] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K212 | value='..' | fill=00000000 | rows=[211] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L212 | value='..' | fill=00000000 | rows=[211] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M212 | value='..' | fill=00000000 | rows=[211] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N212 | value='..' | fill=00000000 | rows=[211] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O212 | value='..' | fill=00000000 | rows=[211] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P212 | value='..' | fill=00000000 | rows=[211] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q212 | value='..' | fill=00000000 | rows=[211] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R212 | value='..' | fill=00000000 | rows=[211] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S212 | value='..' | fill=00000000 | rows=[211] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T212 | value='105309959' | fill=00000000 | rows=[211] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U212 | value='631859753' | fill=00000000 | rows=[211] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B213 | value='Price ceiling on energy prices (ID 724)' | fill=FFE2F2FB | rows=[212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C213 | value='Total' | fill=FFE2F2FB | rows=[212] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B214 | value='Price ceiling on energy prices (ID 724)' | fill=FFE2F2FB | rows=[213] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C214 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[213] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B215 | value='Price ceiling on energy prices (ID 724)' | fill=FFE2F2FB | rows=[214] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C215 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[214] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D215 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[214] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E215 | value='Natural Gas' | fill=FFE2F2FB | rows=[214] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F215 | value='Total economy' | fill=FFE2F2FB | rows=[214] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B216 | value='Price ceiling on energy prices (ID 724)' | fill=FFE2F2FB | rows=[215] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C216 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[215] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D216 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[215] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E216 | value='Natural Gas' | fill=FFE2F2FB | rows=[215] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F216 | value='·  General government' | fill=FFE2F2FB | rows=[215] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B217 | value='Price ceiling on energy prices (ID 724)' | fill=FFE2F2FB | rows=[216] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C217 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[216] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D217 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[216] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E217 | value='Natural Gas' | fill=FFE2F2FB | rows=[216] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F217 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[216] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H217 | value='..' | fill=00000000 | rows=[216] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I217 | value='..' | fill=00000000 | rows=[216] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J217 | value='..' | fill=00000000 | rows=[216] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K217 | value='..' | fill=00000000 | rows=[216] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L217 | value='..' | fill=00000000 | rows=[216] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M217 | value='..' | fill=00000000 | rows=[216] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N217 | value='..' | fill=00000000 | rows=[216] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O217 | value='..' | fill=00000000 | rows=[216] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P217 | value='..' | fill=00000000 | rows=[216] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q217 | value='..' | fill=00000000 | rows=[216] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R217 | value='..' | fill=00000000 | rows=[216] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S217 | value='..' | fill=00000000 | rows=[216] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T217 | value='..' | fill=00000000 | rows=[216] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U217 | value='3625770623' | fill=00000000 | rows=[216] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B218 | value='Price ceiling on energy prices (ID 724)' | fill=FFE2F2FB | rows=[217] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C218 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[217] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D218 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[217] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E218 | value='End-use electricity' | fill=FFE2F2FB | rows=[217] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F218 | value='Total economy' | fill=FFE2F2FB | rows=[217] | cols=[5] | col_header=False | row_header=False | metadata=False
