=== economy-table24.xlsx ===
Cell B1 | value='Africa's Development Dynamics (AfDD) - all tables, all indicators' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell AP89 | value='1479717.54' | fill=00000000 | rows=[88] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ89 | value='53.759156992' | fill=00000000 | rows=[88] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR89 | value='88846.628' | fill=00000000 | rows=[88] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS89 | value='3.2278591648' | fill=00000000 | rows=[88] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT89 | value='876474.043' | fill=00000000 | rows=[88] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU89 | value='31.842905421' | fill=00000000 | rows=[88] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV89 | value='249069.242' | fill=00000000 | rows=[88] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW89 | value='9.0488570423' | fill=00000000 | rows=[88] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX89 | value='38.729487179' | fill=00000000 | rows=[88] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY89 | value='38.9' | fill=00000000 | rows=[88] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ89 | value='38.792307692' | fill=00000000 | rows=[88] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA89 | value='3.3105905365' | fill=00000000 | rows=[88] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB89 | value='27.199436957' | fill=00000000 | rows=[88] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B90 | value='Africa, low income countries (World Bank)' | fill=FFE2F2FB | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D90 | value='596906.55' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='493376.57253' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='1392823.6374' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='2497.9825041' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='2.4369088537' | fill=00000000 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='13.779375246' | fill=00000000 | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='38.863157895' | fill=00000000 | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='42.421052632' | fill=00000000 | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L90 | value='0.4695714286' | fill=00000000 | rows=[89] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M90 | value='0.32415' | fill=00000000 | rows=[89] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N90 | value='32.48442588' | fill=00000000 | rows=[89] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O90 | value='596906.55' | fill=00000000 | rows=[89] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P90 | value='198222.94339' | fill=00000000 | rows=[89] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q90 | value='398683.60661' | fill=00000000 | rows=[89] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R90 | value='23881.989524' | fill=00000000 | rows=[89] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S90 | value='39' | fill=00000000 | rows=[89] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T90 | value='76551.023341' | fill=00000000 | rows=[89] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U90 | value='28' | fill=00000000 | rows=[89] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V90 | value='5.1484552511' | fill=00000000 | rows=[89] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W90 | value='79.301140755' | fill=00000000 | rows=[89] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X90 | value='84.449596006' | fill=00000000 | rows=[89] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y90 | value='32.48442588' | fill=00000000 | rows=[89] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z90 | value='57.937124459' | fill=00000000 | rows=[89] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA90 | value='19.829506676' | fill=00000000 | rows=[89] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB90 | value='63.499599048' | fill=00000000 | rows=[89] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC90 | value='71.524729048' | fill=00000000 | rows=[89] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD90 | value='67.370562381' | fill=00000000 | rows=[89] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE90 | value='0.8660071429' | fill=00000000 | rows=[89] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF90 | value='45.840411429' | fill=00000000 | rows=[89] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG90 | value='63.20888' | fill=00000000 | rows=[89] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH90 | value='54.165234286' | fill=00000000 | rows=[89] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI90 | value='0.7008238095' | fill=00000000 | rows=[89] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ90 | value='64.037975247' | fill=00000000 | rows=[89] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK90 | value='75.98151587' | fill=00000000 | rows=[89] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL90 | value='69.711199351' | fill=00000000 | rows=[89] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM90 | value='79.737965428' | fill=00000000 | rows=[89] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN90 | value='174715.257' | fill=00000000 | rows=[89] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO90 | value='78.124055729' | fill=00000000 | rows=[89] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP90 | value='37640.658' | fill=00000000 | rows=[89] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ90 | value='16.831047922' | fill=00000000 | rows=[89] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR90 | value='4423.305' | fill=00000000 | rows=[89] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS90 | value='1.9778840856' | fill=00000000 | rows=[89] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT90 | value='123431.622' | fill=00000000 | rows=[89] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU90 | value='55.192540603' | fill=00000000 | rows=[89] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV90 | value='51283.635' | fill=00000000 | rows=[89] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW90 | value='22.931515127' | fill=00000000 | rows=[89] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX90 | value='93.938888889' | fill=00000000 | rows=[89] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY90 | value='88.605555556' | fill=00000000 | rows=[89] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ90 | value='91.083333333' | fill=00000000 | rows=[89] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA90 | value='1.9847134042' | fill=00000000 | rows=[89] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB90 | value='18.277322958' | fill=00000000 | rows=[89] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B91 | value='World outside Africa, low income countries (World Bank)' | fill=FFE2F2FB | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D91 | value='126077.514' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='32891.12293' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='141094.56133' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='2069.89174' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='-2.000000042' | fill=00000000 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='29.511147268' | fill=00000000 | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='31.65' | fill=00000000 | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='22.3' | fill=00000000 | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L91 | value='0.5033333333' | fill=00000000 | rows=[90] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M91 | value='0.307' | fill=00000000 | rows=[90] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N91 | value='74.507226137' | fill=00000000 | rows=[90] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O91 | value='126077.514' | fill=00000000 | rows=[90] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P91 | value='54966.989837' | fill=00000000 | rows=[90] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q91 | value='71110.524163' | fill=00000000 | rows=[90] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R91 | value='9205.4486333' | fill=00000000 | rows=[90] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S91 | value='16' | fill=00000000 | rows=[90] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T91 | value='21419.548599' | fill=00000000 | rows=[90] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U91 | value='9' | fill=00000000 | rows=[90] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V91 | value='8.4486218423' | fill=00000000 | rows=[90] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W91 | value='54.458330057' | fill=00000000 | rows=[90] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X91 | value='62.9069519' | fill=00000000 | rows=[90] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y91 | value='74.507226137' | fill=00000000 | rows=[90] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z91 | value='72.781189744' | fill=00000000 | rows=[90] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA91 | value='75.841417186' | fill=00000000 | rows=[90] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB91 | value='41.59372' | fill=00000000 | rows=[90] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC91 | value='71.24394' | fill=00000000 | rows=[90] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD91 | value='55.9294' | fill=00000000 | rows=[90] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE91 | value='0.58382' | fill=00000000 | rows=[90] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF91 | value='22.60078' | fill=00000000 | rows=[90] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG91 | value='52.06343' | fill=00000000 | rows=[90] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH91 | value='37.26604' | fill=00000000 | rows=[90] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI91 | value='0.4341' | fill=00000000 | rows=[90] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ91 | value='27.499024887' | fill=00000000 | rows=[90] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK91 | value='68.873534122' | fill=00000000 | rows=[90] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL91 | value='46.986593689' | fill=00000000 | rows=[90] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM91 | value='54.098491288' | fill=00000000 | rows=[90] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN91 | value='22862.349' | fill=00000000 | rows=[90] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO91 | value='67.146292362' | fill=00000000 | rows=[90] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP91 | value='9648.126' | fill=00000000 | rows=[90] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ91 | value='28.336366011' | fill=00000000 | rows=[90] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR91 | value='842.149' | fill=00000000 | rows=[90] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS91 | value='2.473375897' | fill=00000000 | rows=[90] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT91 | value='15232.829' | fill=00000000 | rows=[90] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU91 | value='44.738534502' | fill=00000000 | rows=[90] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV91 | value='7629.52' | fill=00000000 | rows=[90] | cols=[47] | col_header=False | row_header=False | metadata=False
